









Frequency of observations in the selected location(s).:
Number of taxa: 	645

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Cinnamon-bellied Ground-Tyrant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Fire-eyed Diucon	0.0	0.0	0.0	0.0	0.0	0.0	4.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White Monjita	0.010355	0.009201	0.0105319	0.0088136	0.0106545	0.0079787	0.0061075	0.0087668	0.0124346	0.0093271	0.0093057	0.012362	0.0175015	0.0124913	0.0251989	0.0211497	0.018	0.0288434	0.014885	0.0131913	0.0198087	0.0261669	0.0261438	0.0190531	0.0203652	0.0307355	0.0156082	0.0196246	0.0201034	0.0134639	0.0185706	0.0162138	0.0150083	0.0160804	0.0133814	0.0110193	0.0224773	0.0180982	0.0209538	0.0109994	0.0188462	0.0156184	0.012975	0.0150569	0.0177628	0.014678	0.0145788	0.0094757	
Gray Monjita	0.0022189	0.0038741	0.0042127	0.0020339	5.074E-4	4.433E-4	8.143E-4	0.0017534	6.545E-4	0.0	0.0014316	0.0013245	0.001207	0.0020819	0.0019894	0.0027115	0.0015	0.0011537	0.0020298	0.0015221	0.0013661	0.0	0.0038126	5.774E-4	0.0014045	0.0032931	0.0010764	0.0012799	0.0034463	0.001836	0.0016882	0.006135	0.0027793	0.0040201	0.0041173	0.0031484	0.0023912	0.0051709	0.0046965	0.0059711	0.0053846	0.0054875	0.0027804	0.0033052	0.0028805	0.0014205	0.0021598	6.317E-4	
Black-crowned Monjita	0.0	9.685E-4	0.0	6.78E-4	0.0	0.0	4.072E-4	0.0	0.0	6.662E-4	0.0021475	0.0039735	0.007242	0.0090215	0.0092838	0.0059653	0.0085	0.0158639	0.0081191	0.0091324	0.0157104	0.0106082	0.0147059	0.0127021	0.0070225	0.007135	0.0096878	0.0076792	0.0051694	0.00612	0.0033765	0.0074496	0.0044469	0.0040201	0.004632	0.0023613	0.001913	8.618E-4	0.0028902	0.0015713	7.692E-4	0.0016885	9.268E-4	0.0011017	0.0014402	9.47E-4	0.0	3.159E-4	
Rusty-backed Monjita	0.0	0.0	0.0010532	6.78E-4	5.074E-4	0.0	0.0	0.0015	0.0015	6.662E-4	0.0	8.83E-4	6.035E-4	0.0	0.0013263	0.0015	0.0015	0.0	0.0	0.0	6.831E-4	0.0	0.0	5.774E-4	0.0	0.0	5.382E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.001005	0.001544	3.935E-4	4.782E-4	2.873E-4	3.613E-4	0.0	3.846E-4	4.221E-4	0.0	3.672E-4	0.0	9.47E-4	0.0	3.159E-4	
Chocolate-vented Tyrant	3.698E-4	0.0024213	0.0021064	0.0037288	0.0010147	0.0022163	8.143E-4	0.0015	0.0015	6.662E-4	0.0	0.0013245	0.001207	0.0034698	0.0015	0.0010846	0.0015	0.002019	0.0054127	0.007103	0.0034153	0.0021216	0.0038126	0.0046189	0.0021067	0.0010977	0.0021529	4.266E-4	0.0017231	6.12E-4	5.627E-4	0.0021911	0.0016676	0.0015075	0.0020587	3.935E-4	9.565E-4	2.873E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.317E-4	
Black-billed Shrike-Tyrant	0.0	0.0024213	0.0010532	0.0	0.0	0.0	0.0015	0.0023378	0.0	0.0	0.0014316	0.0013245	0.0	0.0015	6.631E-4	0.0	0.0025	2.884E-4	6.766E-4	0.0020294	0.0	0.0015	0.0010893	0.0	0.0	0.0	0.0016146	0.0012799	0.0011488	6.12E-4	0.0016882	4.382E-4	5.559E-4	0.0	0.0015	0.0023613	0.0015	2.873E-4	0.0010838	6.285E-4	0.0	0.0	4.634E-4	0.0011017	9.602E-4	4.735E-4	0.0016199	6.317E-4	
Gray-bellied Shrike-Tyrant	0.0	4.843E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	7.158E-4	8.83E-4	6.035E-4	0.0020819	0.0033156	0.0027115	0.004	0.0057687	0.0027064	0.0035515	0.0027322	0.0042433	0.0070806	0.0011547	0.0021067	0.0038419	0.0016146	0.0017065	0.0034463	0.004284	0.0028137	0.0026293	5.559E-4	0.0020101	5.147E-4	0.0	4.782E-4	0.0	3.613E-4	0.0	3.846E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Shrike-Tyrant	0.0	0.0	0.0	0.0	5.074E-4	0.0	0.0015	0.0	0.0	6.662E-4	0.0	4.415E-4	0.0	6.94E-4	6.631E-4	0.0010846	0.0015	0.0046149	0.0033829	0.0020294	0.0	7.072E-4	0.0038126	5.774E-4	0.0014045	0.0021954	0.0010764	4.266E-4	0.0011488	0.001224	5.627E-4	0.0013146	0.0011117	5.025E-4	0.0010293	7.871E-4	0.001913	0.0	3.613E-4	3.143E-4	0.0	0.0	0.0	0.0	0.0	4.735E-4	0.0	0.0	
Black-backed Water-Tyrant	0.0055473	0.0058111	0.0078989	0.0033898	0.0030441	0.0035461	0.002443	0.0052601	0.0032723	6.662E-4	0.0	0.0013245	0.001207	6.94E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	7.072E-4	0.0	0.0	0.0	0.0	5.382E-4	4.266E-4	0.0015	0.0	0.0016882	0.0021911	5.559E-4	0.001005	0.0041173	0.004329	0.0086083	0.0106291	0.0050578	0.0131992	0.0107692	0.0092866	0.0115848	0.0095483	0.0120019	0.0108902	0.0097192	0.0075805	
Masked Water-Tyrant	0.0015	0.0072639	0.0031596	0.0016949	0.0015221	0.001773	4.072E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white Monjita	0.0	0.0	0.0010532	0.0	0.0	0.0	0.0	0.0015	0.0	6.662E-4	0.0	4.415E-4	0.001207	0.0015	0.0	0.0015	0.0015	0.0015	0.0	5.074E-4	6.831E-4	0.0	0.0010893	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.745E-4	3.613E-4	3.143E-4	0.0011538	0.0015	4.634E-4	0.0015	0.0014402	0.0015	5.4E-4	6.317E-4	
Swainson's Flycatcher	0.0133136	0.0159806	0.0147446	0.0145763	0.0096398	0.0062057	0.0101792	0.0070134	0.0098168	0.0066622	0.0042949	0.001766	0.001207	0.0013879	6.631E-4	0.0	0.0015	2.884E-4	6.766E-4	0.0	0.0015	0.0	5.447E-4	0.0	0.0	0.0	0.0010764	8.532E-4	5.744E-4	0.0	0.0	0.0	5.559E-4	0.0	0.0015	3.935E-4	0.0043042	0.0074691	0.0111994	0.0144563	0.0176923	0.0160405	0.023633	0.0205656	0.0153625	0.015625	0.0172786	0.0202148	
Brown-crested Flycatcher	0.0	0.0	5.266E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013661	0.0	0.0	0.0	7.022E-4	0.0016465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cattle Tyrant	0.1172337	0.1288136	0.1300685	0.1105085	0.129376	0.1156915	0.1144137	0.1274109	0.1426702	0.1399067	0.1682176	0.1368653	0.1406156	0.1380985	0.1657825	0.1583514	0.1615	0.1546005	0.1840325	0.1669203	0.1830601	0.18529	0.1617647	0.1691686	0.1720506	0.1663008	0.1593111	0.1766212	0.1539345	0.1511628	0.1344963	0.1612621	0.1389661	0.1477387	0.1389604	0.1365604	0.1535151	0.1582878	0.1419798	0.1521056	0.1342308	0.1262136	0.1459685	0.1347778	0.1411426	0.1155303	0.1463283	0.1421352	
Great Kiskadee	0.6024408	0.6101695	0.6382306	0.5383051	0.5372907	0.5602837	0.5793974	0.5324372	0.5471204	0.5642905	0.5669291	0.5933775	0.5926373	0.6308119	0.6312997	0.6404555	0.6335	0.6134987	0.6508796	0.6615931	0.6769126	0.6421499	0.629085	0.6518476	0.6292135	0.6048299	0.6254037	0.6045222	0.6645606	0.6664627	0.6370287	0.6700263	0.6153419	0.6015075	0.6026763	0.6111767	0.6307987	0.6282677	0.6101879	0.6137649	0.6015385	0.6234698	0.6339203	0.6301873	0.6293807	0.6122159	0.6517279	0.6389766	
Streaked Flycatcher	0.0717456	0.0799031	0.0868878	0.0677966	0.0735667	0.0638298	0.0582248	0.0677966	0.0687173	0.0346436	0.035791	0.0136865	0.0018105	0.0013879	0.0019894	5.423E-4	0.0025	8.653E-4	0.0	0.0	0.0	7.072E-4	5.447E-4	5.774E-4	0.0	0.0	5.382E-4	4.266E-4	0.0017231	6.12E-4	5.627E-4	0.0	5.559E-4	0.0020101	0.001544	7.871E-4	0.0033477	0.017811	0.0390173	0.0744815	0.0884615	0.0894892	0.0940686	0.0903415	0.0868939	0.0857008	0.0977322	0.0868604	
Variegated Flycatcher	0.0	0.0	0.0015	3.39E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.613E-4	0.0	7.692E-4	4.221E-4	0.0	0.0	4.801E-4	4.735E-4	5.4E-4	0.0	
Crowned Slaty Flycatcher	0.0025888	0.0024213	0.0036862	0.0050847	0.0045662	0.0031028	0.002443	0.0029223	0.0052356	0.0046636	0.0	0.0	0.001207	0.0	0.0	0.0	0.0	5.769E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.935E-4	0.0	5.745E-4	0.0010838	0.0028284	0.0057692	0.0075981	0.0092678	0.0102828	0.0096015	0.0094697	0.0080994	0.0041061	
Tropical Kingbird	0.3158284	0.3418886	0.325961	0.3016949	0.3318113	0.2832447	0.2699511	0.2828755	0.3036649	0.2498334	0.2426628	0.1673289	0.0681955	0.037474	0.0119363	0.0065076	0.0035	5.769E-4	0.0020298	0.0015221	6.831E-4	7.072E-4	0.0	5.774E-4	0.0	0.0	0.0	0.0	5.744E-4	0.0015	0.0	8.764E-4	5.559E-4	0.0025126	0.006176	0.0102322	0.0559541	0.1215168	0.1770231	0.2589566	0.2819231	0.2866188	0.3160334	0.3143592	0.3038886	0.3020833	0.3072354	0.3370183	
Eastern Kingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	5.447E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.221E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Fork-tailed Flycatcher	0.3284024	0.3244552	0.3106898	0.2779661	0.2430238	0.1839539	0.1327362	0.1168907	0.0883508	0.0333111	0.0193271	0.010596	6.035E-4	0.0027759	0.0013263	0.0	0.0	2.884E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.382E-4	0.0	5.025E-4	0.0025733	0.0236128	0.1348637	0.2177535	0.2698699	0.3136392	0.3392308	0.3364289	0.3563485	0.344473	0.3240518	0.3267045	0.3018359	0.3234365	
new world flycatcher sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.221E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Rufous-browed Peppershrike	0.0440089	0.0387409	0.0442338	0.0261017	0.0304414	0.0296986	0.0260586	0.037405	0.0497382	0.0386409	0.0322119	0.0348786	0.032589	0.0395559	0.0523873	0.0368764	0.036	0.037208	0.0507442	0.051243	0.045765	0.049505	0.0577342	0.0571594	0.0561798	0.0493963	0.0452099	0.0550341	0.0695003	0.0624235	0.0551491	0.0534619	0.0516954	0.0648241	0.0710242	0.0708383	0.0683883	0.0580293	0.0556358	0.0521684	0.0526923	0.0527649	0.0634847	0.056188	0.056169	0.0501894	0.0669546	0.0571699	
Chivi Vireo	0.0514053	0.0532688	0.0526593	0.0345763	0.0273973	0.0195035	0.0199511	0.0233781	0.0235602	0.0226516	0.0221904	0.0136865	0.0042245	0.0034698	0.0059682	0.0010846	0.0015	0.0014422	0.0027064	0.0010147	0.0	7.072E-4	0.0015	5.774E-4	0.0	0.0	0.0	4.266E-4	0.0011488	6.12E-4	0.0015	0.0015	5.559E-4	0.001005	0.0	0.0023613	0.0076518	0.0160873	0.0296243	0.0417976	0.0526923	0.0692275	0.0783133	0.080426	0.0676908	0.0653409	0.0707343	0.0688566	
Plush-crested Jay	0.0018491	0.0038741	0.0015798	0.0023729	0.0035515	0.001773	0.002443	0.0035067	0.0019634	0.0033311	0.0028633	0.0013245	0.004828	0.0034698	0.0059682	0.0032538	0.0025	0.0028843	0.0047361	0.0060883	0.0075137	0.0049505	0.0043573	0.0086605	0.008427	0.007135	0.010226	0.0140785	0.0103389	0.00612	0.004502	0.0070114	0.0016676	0.0050251	0.0056613	0.0031484	0.0052606	0.0054582	0.0050578	0.0028284	0.0023077	0.0025327	0.0037071	7.345E-4	0.0024004	0.0018939	0.0026998	0.0053696	
House Crow	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	5.4E-4	0.0	
Bank Swallow	0.0044379	0.0067797	0.0047393	0.0061017	0.0065956	0.0053191	0.0052932	0.0023378	0.0058901	0.0039973	0.0042949	0.002649	0.0018105	0.0013879	0.0026525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.774E-4	0.0	0.0	0.0	4.266E-4	0.0	0.0	0.0	0.0	0.0015	0.0020101	0.0025733	3.935E-4	0.0014347	0.0022982	0.0014451	0.0037712	0.0053846	0.0054875	0.0041705	0.0066104	0.0052808	0.0033144	0.0032397	0.0053696	
White-rumped Swallow	0.141642	0.1506053	0.1079516	0.099322	0.0811771	0.0713652	0.0736971	0.0701344	0.0530105	0.0373085	0.0336435	0.0379691	0.0283645	0.0124913	0.020557	0.0146421	0.015	0.0106721	0.0087957	0.0050736	0.0034153	0.0063649	0.0059913	0.0023095	0.0035112	0.0038419	0.0123789	0.0430887	0.0746697	0.1156671	0.110861	0.1520596	0.1739855	0.1939698	0.2187339	0.2369146	0.2242946	0.2470554	0.2471098	0.257071	0.2426923	0.2452512	0.2849861	0.2717591	0.2280365	0.2035985	0.1949244	0.1648768	
Chilean Swallow	0.004068	0.0038741	0.0021064	6.78E-4	0.0050736	0.0044326	0.0032573	0.0075979	0.0111257	0.0079947	0.0121689	0.011479	0.015691	0.018737	0.0278515	0.0244035	0.0215	0.017306	0.014885	0.0106545	0.0204918	0.0155587	0.0261438	0.0248268	0.0266854	0.0268935	0.0376749	0.0418089	0.0482481	0.0336597	0.0472707	0.0311131	0.0188994	0.0165829	0.01544	0.012987	0.0153037	0.0106291	0.0122832	0.0037712	0.0073077	0.0042212	0.0041705	0.0047741	0.006241	0.0056818	0.0032397	0.0031586	
White-rumped/Chilean Swallow	7.396E-4	4.843E-4	0.0015	3.39E-4	0.0025368	4.433E-4	0.002443	0.0023378	0.0013089	6.662E-4	7.158E-4	4.415E-4	0.0030175	0.0	0.0046419	0.0021692	0.003	0.0028843	0.0027064	0.0025368	0.0020492	0.0028289	0.001634	0.0	0.0014045	0.0016465	0.0010764	0.0068259	0.0091901	0.00612	0.004502	0.0100789	0.0033352	0.0060302	0.0036027	0.0019677	0.001913	0.0028727	0.0010838	0.0018856	0.0015385	0.0	0.0055607	0.0025707	9.602E-4	9.47E-4	5.4E-4	9.476E-4	
Tachycineta sp.	0.0	0.0015	0.0	0.0	5.074E-4	0.0	0.0	0.0	0.0013089	0.0	0.0	0.0	0.0	0.0	0.0	5.423E-4	0.0	2.884E-4	0.0	5.074E-4	0.0	0.0	5.447E-4	0.0011547	0.0014045	0.0010977	0.0	0.0017065	0.0022975	0.001836	0.0016882	8.764E-4	5.559E-4	0.0	5.147E-4	3.935E-4	9.565E-4	2.873E-4	0.0	0.0	3.846E-4	4.221E-4	4.634E-4	0.0	0.0	0.0	0.0015	0.0	
Gray-breasted Martin	0.2936391	0.3418886	0.3133228	0.2322034	0.2186707	0.2167553	0.1775244	0.1478667	0.1623037	0.1152565	0.0780243	0.0573951	0.0283645	0.018043	0.0092838	0.0048807	0.001	8.653E-4	0.0013532	0.0	0.0	0.0	0.0	0.0017321	0.002809	5.488E-4	0.0016146	8.532E-4	0.0034463	0.0085679	0.0180079	0.0477651	0.0700389	0.1291457	0.2012352	0.223534	0.2835964	0.2648664	0.2770954	0.2979258	0.2976923	0.3077248	0.2775718	0.3026074	0.2947672	0.2888258	0.2904968	0.2871131	
Southern Martin	0.0695266	0.0716707	0.0552923	0.0433898	0.0390665	0.0305851	0.0301303	0.0286382	0.0111257	0.005996	0.0035791	0.0022075	0.0	0.0	0.0	5.423E-4	0.001	0.0011537	0.0013532	5.074E-4	0.0013661	0.0	0.0	5.774E-4	0.0	5.488E-4	0.0	4.266E-4	0.0011488	6.12E-4	5.627E-4	0.0026293	0.0072262	0.0115578	0.0231601	0.0322708	0.0334768	0.0439529	0.0455202	0.0443118	0.0415385	0.0472773	0.0569972	0.0580242	0.0465675	0.0511364	0.0469762	0.0480101	
Brown-chested Martin	0.2751479	0.3099274	0.2954186	0.2508475	0.2597666	0.2194149	0.2210912	0.2279369	0.1832461	0.1505663	0.1539012	0.1479029	0.1025951	0.0395559	0.035809	0.0113883	0.002	0.0023075	0.0	0.0015	6.831E-4	0.0021216	5.447E-4	0.0017321	7.022E-4	0.0010977	0.0016146	0.0021331	5.744E-4	0.001836	0.0016882	0.0056968	0.0072262	0.0231156	0.0705095	0.1196379	0.1635581	0.2008044	0.2135116	0.2363294	0.2530769	0.2494724	0.2914736	0.2926919	0.2765242	0.2874053	0.2856371	0.2886924	
new world martin sp. (Progne sp.)	0.0025888	0.001937	0.0021064	0.0016949	0.0010147	0.0022163	0.002443	0.0011689	0.0019634	0.0019987	7.158E-4	8.83E-4	0.0	6.94E-4	6.631E-4	5.423E-4	5.0E-4	5.769E-4	0.0	5.074E-4	6.831E-4	0.0014144	0.0	0.0	0.0	5.488E-4	0.0	4.266E-4	0.0017231	0.0	0.002251	4.382E-4	0.0	0.001005	0.001544	0.0	0.0	5.745E-4	0.0010838	3.143E-4	0.0015385	0.0012664	0.0013902	0.001469	0.0014402	9.47E-4	0.0	6.317E-4	
Southern Rough-winged Swallow	0.0066568	0.0072639	0.0063191	0.0061017	0.0086251	0.0035461	0.0036645	0.0035067	0.0013089	0.0013324	0.0050107	0.001766	0.0	0.0	0.0013263	5.423E-4	0.001	5.769E-4	0.0013532	0.0020294	0.0034153	7.072E-4	0.001634	0.0017321	0.0015	0.0010977	0.0	0.0017065	0.0011488	6.12E-4	0.0	8.764E-4	5.559E-4	0.0045226	0.003088	0.0047226	0.0062171	0.0117782	0.0057803	0.0084852	0.0103846	0.0092866	0.0060241	0.0073448	0.0091215	0.0075758	0.0102592	0.0078964	
Blue-and-white Swallow	0.0436391	0.0464891	0.0505529	0.0542373	0.0456621	0.0465426	0.0350163	0.0572764	0.0438482	0.0459694	0.0529707	0.0317881	0.033796	0.0312283	0.0318302	0.0227766	0.0195	0.0207672	0.0290934	0.0431253	0.045082	0.0346535	0.0441176	0.0479215	0.054073	0.0488474	0.0457481	0.0422355	0.0430787	0.0501836	0.0472707	0.0569676	0.0494719	0.061809	0.0566135	0.059819	0.0631277	0.0634875	0.0578035	0.0549969	0.0546154	0.0536091	0.0611677	0.0532501	0.0528084	0.0601326	0.0539957	0.0420088	
Tawny-headed Swallow	0.0033284	0.0053269	0.0042127	0.0023729	0.0050736	0.001773	0.004886	0.0011689	0.0026178	0.0026649	0.0014316	0.0030905	0.0018105	0.0013879	0.0013263	0.0	0.0025	8.653E-4	0.0	0.0015221	0.0040984	7.072E-4	0.0027233	0.0017321	0.0014045	0.0010977	0.0026911	4.266E-4	0.0040207	0.004284	0.0061902	0.0048203	0.0066704	0.0090452	0.0072054	0.0078709	0.0066954	0.0080437	0.0057803	0.0059711	0.0061538	0.0037991	0.0074143	0.0036724	0.0067211	0.0047348	0.0026998	0.0053696	
Barn Swallow	0.3994083	0.3970944	0.3475513	0.3159322	0.3059361	0.2468972	0.1978827	0.170076	0.0948953	0.0519654	0.0293486	0.0238411	0.013277	0.0055517	0.0046419	0.0010846	5.0E-4	0.0031728	6.766E-4	0.0015221	6.831E-4	0.0021216	0.003268	0.0017321	0.0	0.0038419	0.0016146	0.0017065	5.744E-4	0.003672	0.0039392	0.0021911	0.0100056	0.0442211	0.107051	0.1747344	0.2644668	0.3312267	0.3092486	0.3390949	0.3423077	0.3596454	0.3762743	0.355123	0.3490158	0.3669508	0.3482721	0.4137713	
Cliff Swallow	0.0118343	0.0053269	0.0052659	0.0118644	0.0121766	0.0088652	0.014658	0.019287	0.013089	0.0206529	0.0171797	0.012362	0.003621	0.0015	0.0013263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.559E-4	0.0	5.147E-4	0.0	4.782E-4	0.0020109	0.0010838	0.0012571	0.0015385	0.0029548	0.0069509	0.0025707	0.0033605	0.0047348	0.0097192	0.006633	
swallow sp.	0.0081361	0.0159806	0.0131648	0.0108475	0.0101471	0.0164007	0.0215798	0.0140269	0.0085079	0.0099933	0.0064424	0.007064	0.006035	0.0048577	0.0046419	0.0059653	0.006	0.0037496	0.0027064	0.0025368	0.0020492	0.0042433	0.001634	0.0046189	0.0035112	0.0043908	0.0037675	0.0076792	0.0091901	0.0110159	0.0101294	0.0096407	0.0094497	0.0105528	0.0149254	0.0106257	0.0153037	0.0169492	0.0169798	0.0100566	0.0111538	0.014352	0.0143652	0.012119	0.012482	0.0089962	0.0091793	0.0085281	
Masked Gnatcatcher	0.0950444	0.0992736	0.0926804	0.0823729	0.0974125	0.0846631	0.0936482	0.113384	0.1171466	0.0979347	0.1181102	0.1015453	0.1031986	0.0992366	0.1359416	0.1274403	0.1285	0.1378714	0.1400541	0.1476408	0.1769126	0.1414427	0.1683007	0.1662818	0.1594101	0.1558727	0.1523143	0.168942	0.1631246	0.1603427	0.1496905	0.1494303	0.1334074	0.1497487	0.1441071	0.136954	0.1291248	0.133295	0.1123555	0.1040226	0.1096154	0.1000422	0.1223355	0.1127433	0.1027364	0.1107955	0.1139309	0.1039166	
Southern House Wren	0.4097633	0.4024213	0.3991575	0.3416949	0.3358701	0.3266844	0.3403909	0.3068381	0.3265707	0.3097935	0.3407301	0.3730684	0.3808087	0.4115198	0.443634	0.420282	0.4165	0.4415922	0.4458728	0.4023338	0.4351093	0.3868458	0.3877996	0.3862587	0.3672753	0.3819978	0.378902	0.3788396	0.408386	0.4167687	0.4085537	0.4456617	0.426348	0.4522613	0.4436438	0.4726486	0.5007174	0.4817581	0.4468931	0.4500314	0.43	0.4385817	0.4675626	0.4594198	0.4661546	0.4360795	0.4535637	0.4545167	
Grass Wren	0.0207101	0.0285714	0.0236967	0.0233898	0.0177575	0.0128546	0.0134365	0.0146113	0.0143979	0.0086609	0.0107373	0.0172185	0.014484	0.0145732	0.0212202	0.0157267	0.019	0.0196135	0.0142084	0.0162354	0.010929	0.0113154	0.0108932	0.0086605	0.005618	0.0093304	0.0091496	0.0059727	0.0114877	0.0104039	0.0112549	0.0109553	0.0133407	0.0201005	0.0211014	0.0165289	0.0267814	0.0244183	0.021315	0.0307982	0.0196154	0.0261714	0.023633	0.0161586	0.0206433	0.030303	0.0237581	0.0236892	
European Starling	0.1268491	0.1210654	0.1105845	0.0938983	0.093861	0.0908688	0.0989414	0.1227352	0.1387435	0.1605596	0.1782391	0.2136865	0.2172601	0.2657876	0.2659151	0.2798265	0.27	0.2872801	0.3227334	0.3313039	0.3155738	0.3069307	0.3382353	0.3008083	0.2949438	0.3084523	0.3412271	0.3383106	0.3515221	0.3292534	0.3162634	0.3610868	0.3413007	0.3351759	0.3232115	0.3565525	0.384505	0.3889687	0.3764451	0.4289755	0.4373077	0.4301393	0.3943466	0.367242	0.3696591	0.3101326	0.2780778	0.2100442	
Crested Myna	0.0129438	0.0179177	0.0157978	0.020678	0.0192796	0.0128546	0.0089577	0.0105202	0.0117801	0.0193205	0.0128848	0.015011	0.010863	0.018043	0.0192308	0.0157267	0.018	0.0141333	0.0169147	0.0243531	0.0286885	0.0261669	0.0190632	0.0277136	0.0252809	0.021405	0.0274489	0.0145051	0.0206778	0.0244798	0.0225098	0.0214724	0.0272374	0.0155779	0.0231601	0.0263676	0.0196078	0.0186728	0.0195087	0.0172847	0.015	0.0164626	0.0194625	0.0238707	0.0168027	0.0127841	0.0161987	0.0214782	
Patagonian Mockingbird	0.0033284	0.0038741	0.0031596	0.0023729	0.0010147	0.0031028	0.0012215	0.0011689	0.0032723	0.0093271	0.0042949	0.0057395	0.014484	0.0076336	0.0165782	0.0140998	0.013	0.0213441	0.0121786	0.0106545	0.0102459	0.0091938	0.0081699	0.0051963	0.008427	0.0104281	0.0059203	0.0072526	0.0063182	0.003672	0.0073157	0.006135	0.0038911	0.0030151	0.0041173	0.0031484	0.0095648	0.0034473	0.0108382	0.0037712	0.0042308	0.0050654	0.0037071	0.0040397	0.0028805	0.0094697	0.0043197	0.0034744	
Chalk-browed Mockingbird	0.4474852	0.433414	0.4375987	0.3742373	0.3693557	0.3887411	0.4087948	0.3670368	0.361911	0.3744171	0.4065855	0.4251656	0.4218467	0.4552394	0.4860743	0.4859002	0.5035	0.4952408	0.488498	0.5027905	0.5184426	0.4759547	0.4847495	0.4948037	0.4817416	0.4862788	0.4698601	0.4761092	0.493969	0.5238678	0.5075971	0.5153374	0.4769316	0.4809045	0.4678332	0.4490358	0.4739359	0.464809	0.4458092	0.4255185	0.4238462	0.4225412	0.4337349	0.4484025	0.4642343	0.4512311	0.4470842	0.4753632	
